Index,Message,Description,Message Abstract,Description Abstract
220,fix(deps): update dependency ws to v8.12.1,,fix(deps): update dependency ws to v8.12.1,
221,style: fix inline if,,style: fix inline if,
222,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
223,Merge pull request #2666 from roypeled/master,fix: Field Middlewares do not work on interfaces of interfaces,Merge pull request #2666 from roypeled/master,fix: Field Middlewares do not work on interfaces of interfaces
224,Merge branch 'master' of https://github.com/roypeled/graphql,,Merge branch 'master' of link,
225,Merge pull request #2677 from dariuszkuc/interfaceObject,feat(federation): Update Apollo Federation v2.3 @link imports,Merge pull request #2677 from dariuszkuc/interfaceObject,feat(federation): Update Apollo Federation v2.3 @link imports
226,Merge pull request #2636 from nestjs/next,"feat: upgrade Mercurius, Apollo, GraphQL to the latest versions",Merge pull request #2636 from nestjs/next,"feat: upgrade Mercurius, Apollo, GraphQL to the latest versions"
227,test: skip mercurius gateway test,,test: skip mercurius gateway test,
228,test: update snapshot,,test: update snapshot,
229,chore: resolve conflicts,,chore: resolve conflicts,
230,chore(deps): update dependency @types/node to v18.15.0,,chore(deps): update dependency @types/node to v18.15.0,
231,chore(deps): update dependency release-it to v15.8.0,,chore(deps): update dependency release-it to v15.8.0,
232,chore(deps): update dependency rimraf to v4.4.0,,chore(deps): update dependency rimraf to v4.4.0,
233,chore(deps): update dependency @nestjs/core to v9 [security],,chore(deps): update dependency @nestjs/core to v9 [security],
234,chore(deps): update apollo graphql packages to v2.3.3,,chore(deps): update apollo graphql packages to v2.3.3,
235,chore(deps): update dependency jest to v29.5.0,,chore(deps): update dependency jest to v29.5.0,
236,chore(deps): update typescript-eslint monorepo to v5.54.1,,chore(deps): update typescript-eslint monorepo to v5.54.1,
237,chore(deps): update dependency rimraf to v4.3.1,,chore(deps): update dependency rimraf to v4.3.1,
238,chore(deps): update dependency fastify to v4.14.1,,chore(deps): update dependency fastify to v4.14.1,
239,chore(deps): update dependency eslint-config-prettier to v8.7.0,,chore(deps): update dependency eslint-config-prettier to v8.7.0,
240,chore(deps): update dependency mercurius-integration-testing to v7,,chore(deps): update dependency mercurius-integration-testing to v7,
241,chore(deps): update dependency rimraf to v4.3.0,,chore(deps): update dependency rimraf to v4.3.0,
242,chore(deps): update dependency fastify to v4.14.0,,chore(deps): update dependency fastify to v4.14.0,
243,chore(deps): update dependency @types/node to v18.14.6,,chore(deps): update dependency @types/node to v18.14.6,
244,feat(federation): Update Apollo Federation v2.3 @link imports,Adds following Apollo Federation  imports:  @composeDirective @interfaceObject  Resolves: https://github.com/nestjs/graphql/issues/2659 BREAKING CHANGE: While this PR does not change any API it could be considered a breaking change as code-first users will be automatically upgraded to the latest version of the federation spec (v2.3) which requires usage of a compatible composition version and Gateway/Router.,feat(federation): Update Apollo Federation v2.3 @link imports,Adds following Apollo Federation  imports: @composeDirective @interfaceObject Resolves: link BREAKING CHANGE: While this PR does not change any API it could be considered a breaking change as code-first users will be automatically upgraded to the latest version of the federation spec (v2.3) which requires usage of a compatible composition version and Gateway/Router.
245,chore(deps): update dependency @types/node to v18.14.5,,chore(deps): update dependency @types/node to v18.14.5,
246,chore(deps): update dependency rimraf to v4.2.0,,chore(deps): update dependency rimraf to v4.2.0,
247,chore(deps): update apollo graphql packages,,chore(deps): update apollo graphql packages,
248,chore(deps): update dependency @types/node to v18.14.4,,chore(deps): update dependency @types/node to v18.14.4,
249,chore(deps): update dependency rimraf to v4.1.3,,chore(deps): update dependency rimraf to v4.1.3,
250,chore(deps): update dependency release-it to v15.7.0,,chore(deps): update dependency release-it to v15.7.0,
251,v11.0.0-next.2,,v11.0.0-next.2,
252,feat(apollo): add wrapper error classes,,feat(apollo): add wrapper error classes,
253,chore: move apollo server to peer deps,,chore: move apollo server to peer deps,
254,chore(deps): update dependency release-it to v15.6.1,,chore(deps): update dependency release-it to v15.6.1,
255,chore(deps): update typescript-eslint monorepo to v5.54.0,,chore(deps): update typescript-eslint monorepo to v5.54.0,
256,chore(deps): update dependency @types/node to v18.14.2,,chore(deps): update dependency @types/node to v18.14.2,
257,fix: Field Middlewares do not work on interfaces of interfaces,"The problem - If you have a class Foo, which implements a GQL interface IBar, and IBar implements GQL interface IBaz, field middlewares defined on IBar would work, but on IBaz they would get ignored. object-type-definition.factory.ts#generateFields will create a custom field resolver if a middleware definition exists on that field. Before the fix, the method would get a class; if it implements a (GQL) interface it will only get its interface and merge the interface fields with the class' fields, ignoring any interfaces implemented by the class' first interface. The fix creates a new private method which will recursively get the interfaces of a class, and the interfaces of the returned interfaces, and merge all the fields into an array.",fix: Field Middlewares do not work on interfaces of interfaces,"The problem - If you have a class Foo, which implements a GQL interface IBar, and IBar implements GQL interface IBaz, field middlewares defined on IBar would work, but on IBaz they would get ignored. object-type-definition.factory.ts#generateFields will create a custom field resolver if a middleware definition exists on that field. Before the fix, the method would get a class; if it implements a (GQL) interface it will only get its interface and merge the interface fields with the class' fields, ignoring any interfaces implemented by the class' first interface. The fix creates a new private method which will recursively get the interfaces of a class, and the interfaces of the returned interfaces, and merge all the fields into an array."
258,Merge pull request #2 from nestjs/master,merge,Merge pull request #2 from nestjs/master,merge
259,chore(deps): update dependency eslint to v8.35.0,,chore(deps): update dependency eslint to v8.35.0,
260,Merge pull request #2330 from martinlehoux/master,feat(types): Type check Field defaultValue,Merge pull request #2330 from martinlehoux/master,feat(types): Type check Field defaultValue
261,Merge pull request #2623 from arthurtemple/make-properties-with-arguments-optional,fix(graphql): generate fields as optional when they contain arguments,Merge pull request #2623 from arthurtemple/make-properties-with-arguments-optional,fix(graphql): generate fields as optional when they contain arguments
262,Merge pull request #2662 from Davide-Gheri/fix/apollo-context,Fix/apollo context,Merge pull request #2662 from Davide-Gheri/fix/apollo-context,Fix/apollo context
263,chore(deps): update dependency @types/node to v18.14.1,,chore(deps): update dependency @types/node to v18.14.1,
264,chore(deps): update typescript-eslint monorepo to v5.53.0,,chore(deps): update typescript-eslint monorepo to v5.53.0,
265,test: custom context is available to resolvers,,test: custom context is available to resolvers,
266,fix: correctly pass request to context with fastify adapter,,fix: correctly pass request to context with fastify adapter,
267,fix: apollo server expects context to always return a promise,,fix: apollo server expects context to always return a promise,
268,fix: pass context fn to server middleware,,fix: pass context fn to server middleware,
269,chore(deps): update dependency @types/node to v18.14.0,,chore(deps): update dependency @types/node to v18.14.0,
270,chore(deps): update commitlint monorepo to v17.4.4,,chore(deps): update commitlint monorepo to v17.4.4,
271,chore(deps): update dependency jest to v29.4.3,,chore(deps): update dependency jest to v29.4.3,
272,chore(deps): update dependency lerna to v6.5.1,,chore(deps): update dependency lerna to v6.5.1,
273,v11.0.0-next.1,,v11.0.0-next.1,
274,chore(deps): update typescript-eslint monorepo to v5.52.0,,chore(deps): update typescript-eslint monorepo to v5.52.0,
275,chore(deps): update dependency lint-staged to v13.1.2,,chore(deps): update dependency lint-staged to v13.1.2,
276,chore(deps): update dependency lerna to v6.5.0,,chore(deps): update dependency lerna to v6.5.0,
277,chore(deps): update commitlint monorepo to v17.4.3,,chore(deps): update commitlint monorepo to v17.4.3,
278,chore(deps): update dependency eslint to v8.34.0,,chore(deps): update dependency eslint to v8.34.0,
279,chore(deps): update apollo graphql packages to v2.3.2,,chore(deps): update apollo graphql packages to v2.3.2,
280,fix: register resolver as an entry provider,,fix: register resolver as an entry provider,
281,chore(deps): update dependency fastify to v4.13.0,,chore(deps): update dependency fastify to v4.13.0,
282,"chore: upgrade packages, update snapshot",,"chore: upgrade packages, update snapshot",
283,chore(deps): update dependency prettier to v2.8.4,,chore(deps): update dependency prettier to v2.8.4,
284,Merge branch 'CarsonF-refactor/schema-generation-hook' into next,,Merge branch 'CarsonF-refactor/schema-generation-hook' into next,
285,"chore: resolve conflicts, minor tweaks",,"chore: resolve conflicts, minor tweaks",
286,chore(deps): update dependency jest to v29.4.2,,chore(deps): update dependency jest to v29.4.2,
287,chore(deps): update dependency @types/node to v18.13.0,,chore(deps): update dependency @types/node to v18.13.0,
288,chore(deps): bump nestjs/testing to the latest version too,,chore(deps): bump nestjs/testing to the latest version too,
289,"chore: remove leftovers, integrate graph serializer",,"chore: remove leftovers, integrate graph serializer",
290,"chore: remove leftovers, integrate graph serializer",,"chore: remove leftovers, integrate graph serializer",
291,test(mercurius): update gql module options for federation,,test(mercurius): update gql module options for federation,
292,Merge pull request #2637 from tugascript/afonso-next,chore: remove deprecated gateway hooks,Merge pull request #2637 from tugascript/afonso-next,chore: remove deprecated gateway hooks
293,chore: remove deprecated gateway hooks,,chore: remove deprecated gateway hooks,
294,Merge branch 'next' of https://github.com/nestjs/graphql into next,,Merge branch 'next' of link into next,
295,fix(mercurius): update invalid import,,fix(mercurius): update invalid import,
296,Merge branch 'master' into next,,Merge branch 'master' into next,
297,"feat(apollo): update drivers, remove deprecated options, fix runners",,"feat(apollo): update drivers, remove deprecated options, fix runners",
298,"feat(mercurius): update mercurius plugins, upgrade deps",,"feat(mercurius): update mercurius plugins, upgrade deps",
299,Merge branch 'luas10c-upgrade/apollo-v4' into next,,Merge branch 'luas10c-upgrade/apollo-v4' into next,
300,"fix: several bug fixes, align tests, upgrade deps",,"fix: several bug fixes, align tests, upgrade deps",
301,Merge pull request #2635 from tugascript/gateway-typo,fix(mercurius): gateway hooks typo,Merge pull request #2635 from tugascript/gateway-typo,fix(mercurius): gateway hooks typo
302,fix: gateway hooks typo,,fix: gateway hooks typo,
303,chore: resolve yarn.lock conflicts,,chore: resolve yarn.lock conflicts,
304,chore: resolve conflicts,,chore: resolve conflicts,
305,v10.2.0,,v10.2.0,
306,Merge pull request #2546 from tugascript/tugascript/add-mercurius-hooks-object,feat(mercurius): add mercurius hooks,Merge pull request #2546 from tugascript/tugascript/add-mercurius-hooks-object,feat(mercurius): add mercurius hooks
307,Merge pull request #2634 from nestjs/renovate/lint-staged-13.x,chore(deps): update dependency lint-staged to v13.1.1,Merge pull request #2634 from nestjs/renovate/lint-staged-13.x,chore(deps): update dependency lint-staged to v13.1.1
308,chore(deps): update dependency lint-staged to v13.1.1,,chore(deps): update dependency lint-staged to v13.1.1,
309,chore(deps): update apollo graphql packages to v2.3.1,,chore(deps): update apollo graphql packages to v2.3.1,
310,chore(deps): update typescript-eslint monorepo to v5.51.0,,chore(deps): update typescript-eslint monorepo to v5.51.0,
311,Merge branch 'master' of https://github.com/luas10c/graphql into upgrade/apollo-v4,,Merge branch 'master' of link into upgrade/apollo-v4,
312,refactor: rename mergeWithSchema to generateSchema,This better matches the method signature.,refactor: rename mergeWithSchema to generateSchema,This better matches the method signature.
313,refactor: always generate schema regardless of http adapter existence,,refactor: always generate schema regardless of http adapter existence,
314,refactor: decouple schema generation from driver start,,refactor: decouple schema generation from driver start,
315,Merge pull request #2630 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo,Merge pull request #2630 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo
316,fix(deps): update graphql-tools monorepo,,fix(deps): update graphql-tools monorepo,
317,Merge branch 'roypeled-master',,Merge branch 'roypeled-master',
