Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
hcp: set the status to CANCELLED when a build is,0.6369202,core: During long running builds the HCP Packer registry will mark a build as,"Related to the previous behaviour problem, this changes how the status of a build is set on HCP Packer, as a cancelled build is different from a failed one, we can set it to the appropriate state on cancellation.",0
core: CoreBuild.Run error on cancelled builds,0.542635,core/hcl2: Packer will now report an error when executing a build with no,"When a build is cancelled by a user, the current implementation of CoreBuild.Run does not return an error signifying that there was a problem with the build. This in turn causes the HCP code to attempt to update the status of the build to DONE, but fails because there are no artifacts to push. This commit changes this behaviour by returning the error provoked by the cancellation to the caller, so it can be taken into account when setting the status of the build.",0
Bump github.com/hashicorp/go-getter/v2 (#12161),0.7379148,core: Bump supported Go version to 1.18.,"The latest version of Go-Getter contains a SMBClient timeout option, along with an updated AWS SDK to improve S3 support. go get github.com/hashicorp/go-getter/v2 go get github.com/hashicorp/go-getter/s3/v2 go get github.com/hashicorp/go-getter/gcs/v2 go mod tidy",1
Update BuildBlock with valid HCL2Ref (#12167),0.6633115,core/hcl2: Templates with build blocks referencing an unknown source block,"While looking into #11932 I found that Packer will throw an error when an unknown source is referenced from within the sources attribute for a build block. The hcl.Diagnostics error includes a Subject, which should highlight where in the HCL2 configuration file the unknown source resides. But when creating the BuildBlock no HCL2Ref data is copied over, thus the Subject is displayed with with zero value for an hcl.Range type. This change updates the build creation logic to copy the HCL2Ref data from the build block at decode time so that it can be properly referenced downstream. Closes #11932 Failure due to change in output ``` --- FAIL: TestValidateCommand_ShowLineNumForMissing (0.00s)     --- FAIL: TestValidateCommand_ShowLineNumForMissing/test-fixtures/validate-invalid/missing_build_block.pkr.hcl (0.00s)         validate_test.go:377: Unexpected output:   (                 """"""                 Error: Unknown source file.cho         -     on  line 0:         +     on test-fixtures/validate-invalid/missing_build_block.pkr.hcl line 6:               (source code not available)              ... // 4 identical lines             """"""           )     validate_test.go:379:  FAIL FAIL    github.com/hashicorp/packer/command     1.002s ```",0
Update Go checks to run on pull_requests (#12166),0.62059855,"core: Bump Go version to 1.18.9 to address vulnerability GO-2022-1144, which",Currently go-test and go-validate only run for users who have push access to the Packer repo. We want to ensure tests and validation run for all opened pull requests including public forks.,0
build(deps): bump github.com/hashicorp/hcp-sdk-go from 0.28.0 to 0.29.0 (#12163),0.93922967,bump github.com/hashicorp/hcp-sdk-go from 0.28.0 to 0.29.0,Bumps github.com/hashicorp/hcp-sdk-go from 0.28.0 to 0.29.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: github.com/hashicorp/hcp-sdk-go   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
Reset to dev mode,0.26360115,     Builders with no defined name will continue to publish build,,0
Update CHANGELOG.md,0.5480388,    respective changelogs for details on plugin specific bug fixes and,Fix version for vSphere plugin,0
Cut release 1.8.5,0.43619448,1.6.1 patch release,,0
Update CHANGELOG 1.8.5,0.6608852,azure@v1.0.8 - CHANGELOG,,0
go.mod: bump golang.org/net to 0.4.0,0.74321175,core: Bump supported Go version to 1.18.,"As with the go version to 1.18.9, this fix concerns mitigations to the GO-2022-1144 vulnerability. Since we depend on golang.org/net too, we need to update it to a version that is not vulnerable anymore, and this is starting at version 0.4.0",1
Update external plugins to latest available release,0.61757785,Bump bundled plugins to latest available version.,,0
website: Added Tart builder,0.40223908,PLUGINS:,"This PR add tart builder to the list of all the builders. Tart is a open-source toolset for building, running and managing Linux and macOS virtual machines on Apple Silicon. Part of the toolset is this packer plugin.",0
go-version: bump to 1.18.9,0.8530636,core: Bump supported Go version to 1.18.,"The go 1.18.9 version fixes a vulnerability GO-2022-1144, which concerns the net/http and golang.org/x/net packages. These are used in the codebase, and therefore automated tools report the generated binaries as vulnerable to this. Note that while Packer is indeed vulnerable to this, this is a DoS attack. This is therefore unlikely to impact Packer severely, especially as it requires a deliberate attempt to provoke an OOM/excessive GC cycles. Nonetheless, since this vulnerability is fixed with go 1.18.9, we bump the version used to build/test the tools to this version.",1
command/validate: Add -evaluate-datasources flag to command help text (#12152),0.88543737,cmd/validate: Add support for the -evaluate-datasources flag to evaluate,"``` Usage: packer validate [options] TEMPLATE Checks the template is valid by parsing the template and also   checking the configuration with the various builders, provisioners, etc. If it is not valid, the errors will be shown and the command will exit   with a non-zero exit status. If it is valid, it will exit with a zero   exit status. Options: -syntax-only                  Only check syntax. Do not verify config of the template.   -except=foo,bar,baz           Validate all builds other than these.   -only=foo,bar,baz             Validate only these builds.   -machine-readable             Produce machine-readable output.   -var 'key=value'              Variable for templates, can be used multiple times.   -var-file=path                JSON or HCL2 file containing user variables, can be used multiple times.   -no-warn-undeclared-var       Disable warnings for user variable files containing undeclared variables.   -evaluate-datasources         Evaluate data sources during validation (HCL2 only, may incur costs); Defaults to false. ```",1
build(deps): bump dessant/lock-threads from 3 to 4 (#12145),0.45309913,core/hcl2: Fixes an issue preventing builds from pausing between provisioners when,Bumps dessant/lock-threads from 3 to 4. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: dessant/lock-threads   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
Add github.com/hashicorp/hcp-sdk-go to dependabot tracking (#12147),0.8234051,core: Bump github.com/hashicorp/hcp-sdk-go to 0.36.0.,,1
hcp: reject template type changes between builds,0.6384748,command/hcl2_upgrade: Has been updated to persist all possible template,"As a follow-up to tracking the template type for an iteration, we actively check that it remains consistent between two invocations of packer, and reject the update if it is not the case.",0
hcp: record template type when creating iterations,0.59431505,core: Using different template types when building a HCP Packer,"In order to ensure users keep the same templates between two packer invocations for a single iteration, we start tracking the type of template used when building images.",0
hcp: fix payloads for new SDK version,0.7139968,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,"The grpc_gateway v2 changes had some repercussions in the payloads of the API calls, making the current code non-functional against the latest SDK.",1
Add Nutanix docs (#12131),0.35466865,"         source =  ""github.com/digitalocean/digitalocean""",,0
chore: Update Digital Team Files (#12139),0.43187696,digitalocean@v1.0.3 - CHANGELOG,  Update generated website Makefile   Update generated scripts (should-build.sh)   Update generated scripts (website-start.sh)   Update generated scripts (website-build.sh) ,0
cmd/hcl2_upgrade: Generate variable block for all referenced user input variables (#12136),0.9254718,cmd/hcl2_upgrade: Generate variable block for all referenced user input,"Currently the HCL2 upgrade command generates a valid variable block for all variables within the JSON variables property. However JSON templates in Packer support variable interpolation for input variables defined within a variable definition file without it being declared within the variables property. When upgrading a JSON template to HCL2 the user variable reference gets converted to var.. The upgraded template ultimately fails on validation or build execution with undefined variable errors, with this change the upgrade command will now create a variable block for all input variables referenced within the build template to ensure all required variables been defined.",1
Merge pull request #12130 from hashicorp/dependabot/github_actions/atlassian/gajira-create-3.0.1,0.4833869,    at hashicorp/packer now lives in the root of this repo. The README that,build(deps): bump atlassian/gajira-create from 2.0.1 to 3.0.1,0
Merge pull request #12129 from hashicorp/dependabot/github_actions/atlassian/gajira-login-3.0.1,0.4669646,Packer user documentation has been moved to the new HashiCorp developer,build(deps): bump atlassian/gajira-login from 2.0.0 to 3.0.1,0
