Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description
233,test: add a  spec for time type (#36953),0.5572967,Fixed unicode test. #11774,
234,chore: clean up .keep files (#36980),0.72260815,chore: update release scripts for cleanup. #16136 ,
235,fix: make plugin helper executable unconditional (#36971),0.68994397,"Fixed an issue where plugins, like widevine, were not initialized fully",
236,chore: cleanup autofill agent shutdown sequence (#36954),0.66350466,chore: fix tag cleanup. #16355 ,
237,ci: don't run stale workflow jobs in parallel (#36967),0.6959898,fix: allow 2 threads for CreateIoCompletionPort on single-core to prevent busy looping (#15975). #16013 ,
238,test: fix nativeTheme test when system in dark mode (#36943),0.66821045,"Fixed issue where prefers-color-scheme would not be updated / set correctly when your OS was in dark mode. #22896 (Also in 8, 9)",
239,docs: Change factuality and word choice in app.runningUnderARM64Translation (#36947),0.60136306,"Changed the default value of app.allowRendererProcessReuse to true, this will prevent loading of non-context-aware native modules in renderer processes.  See #18397 for more information on this change. #22401",
240,docs: update clipboard fiddles (#36946),0.6304537,Minor documentation updates and fixes. #13856,
241,fix:  dropdown positioning (#36934),0.6703588,Fixed popup menu position #12180,
242,test: support running tests against Electron releases (#36944),0.66744137,Fixed Windows Electron tests to run first to show those failures first#16655 ,
243,test: fix test for USB device.forget() (#36942),0.6405827,fix: re-enable power monitor test. #14496 ,
244,fix: webview background color on reload (#36920),0.92654836,"Fixed an issue where webViews could have an incorrect initial background color following reloads. #36940 (Also in 21, 23)",
245,chore: update node types version (#36924),0.87534577,chore: update @types/node version for 3-1-x. #18283 ,
246,ci: run WOA tests on AppVeyor (#36925),0.59004986,Fixed unicode test. #11774,
247,feat: add label property to Display objects (#36855),0.92491263,"Added label property to Display objects. #36855 (Also in 21, 22, 23)",
248,ci: update pinned versions for security scorecard workflow (#36910),0.64693105,Security: Backported fix for CVE-2022-1867. #34632 ,
249,ci: update amannn/action-semantic-pull-request version (#36902),0.5887941,"- Add requestHeaders parameter for autoUpdater.setFeedURL(url[, requestHeaders]) API. #5879",
250,chore: disallow shortcut reference links in docs Markdown (#36860),0.6304821,fix: handle shortcuts by default if no WebPreferences object exists. #15066 ,
251,fix: Cmd+Tab not working when exiting kiosk mode (#36854),0.8002481,"Fixed an issue on macOS when trying to switch processes with Cmd+Tab after exiting Kiosk Mode. #36854 (Also in 21, 22, 23)",
252,build: bump appveyor to e-111.0.5518.0 (#36900),0.6710667,Fixed version bump script for first beta. 29e5195c,
253,build: remove older branch migration helpers (#36888),0.6435794,ci: don't run gn debug build on older branches. #14584 ,
254,build: remove ScriptOrModule V8 flag (#36887),0.6308264,Removed the desktopCapturer.getMediaSourceIdForWebContents() API. #25455 (Also in 11),
255,chore: fix typo in promise rejection (#36763),0.7032831,- Fix un-handled Promise rejection not reported in devtools.,
256,docs: cleanup reference links (#36659),0.6918236,chore: fix tag cleanup. #16355 ,
257,chore: enable microtask queue per window agent (#36870),0.6606579,"Allow Node.js to manage microtasks queue by using explicit microtasks policy before calling uv_run(). #28972 (Also in 11, 13)",
258,fix: missing libcxx headers (#36863),0.9420602,Fixed missing headers in libcxx_headers bundle. #36863 ,
259,fix: getUserMedia duplicate permissions call (#36787),0.72772795,Fixed issues around update permissions and non-admin users. #10071 #10298,
260,chore: bump node to v18.13.0 (main) (#36818),0.76022303,Node V16.13.0,
261,build: migrate patch-up to use app creds (#36817),0.6047267,Added support for DesktopCapturerSource.appIcon. 1f55f163,
262,build: update release deps workflow (#36530),0.6840108,"Updates for release process #13642, #13701",
263,fix: RTL WindowButtonsProxy buttons (#36839),0.7189028,"Fixed crash when WindowButtonsProxy references cleared NSWindow. #33487 (Also in 16, 17, 18)",
264,fix: handle null/undefined options for fs.readdir (#34764),0.9374746,"Fixed an error when fs.readdir gets null for options. #34764 (Also in 21, 22, 23)",
265,docs: add missing window-management permission value to setPermissionRequestHandler() (#36776),0.7642143,Updated setPermissionRequestHandler to correctly recognize permissions being requested. #26172 (Also in 11),
266,build: fix broken stale issues workflow (#36843),0.6987242,"Fixed stale renderer process when application is quit while renderer is busy. #32967 (Also in 14, 16, 17, 18)",
267,chore: cleanup drag_util (#36806),0.76969063,chore: fix tag cleanup. #16355 ,
268,docs: fix link in breaking-changes.md (#36793),0.70350075,docs: fix bad link in notifications tut. #19395 ,
269,chore: bump chromium to 111.0.5518.0 (main) (#36575),0.84849143,Updated Chromium to 73.0.3683.101. #17656,
270,docs: Add note about argv getting modified (#36735),0.6569824,Documentation changes: #35647,
271,fix: move report_raw_headers to TrustedParams (#36725),0.57029575,Added rawHeaders to IncomingMessage. #31853 ,
272,fix: focus rings with multiple buttons in showMessageBox (#36772),0.8768152,"Fixed an issue with incorrect focus ring highlighting when using dialog.showMessageBox(). #36772 (Also in 21, 22, 23)",
273,fix: rename WebSwapCGLLayer to WebSwapCGLLayerChromium (#35961),0.68641996,"Added webFrameMain.origin. #35624 (Also in 20, 21)",
274,docs: cleanup some rogue backticks (#36778),0.66812366,chore: backport cleanup changes to 3-0-x. #16419 ,
275,docs: update incorrect grammar (#36780),0.64543295,Fixed spelling errors. #21915,
276,docs: update links (#36657),0.7253104,Documentation update: fixed links to webview.md. #13370 ,
277,chore: update electron/clerk links in PR template (#36658),0.6703526,Non-functional change; updates repository's issue template file. #27825 ,
278,docs: update code highlights in tutorial (#36691),0.6777726,Minor documentation updates and fixes. #13856,
279,docs: main.js file change was displayed incorrectly (#36709),0.62810075,Fixed bug in which WebContents.mainFrame would sometimes return undefined. #27663 ,
280,docs: improve dark mode example fiddle (#36596),0.68066955,tutorial/dark-mode - #26187,
281,docs: update visual studio min version (#36702),0.69519454,Added Visual Studio 2017 support. #11656,
282,fix: use chrome headers in net.request for everything except cookie (#36666),0.73032886,The Cookie header is now settable on requests made using Electron's net,
283,docs: Fix incorrect highlight in an example snippet (#36700),0.6539298,"Fixed an issue with incorrect focus ring highlighting when using dialog.showMessageBox(). #36802 (Also in 21, 23)",
284,test: replace (webContents as any).destroy() with webContents.destroy() (#36653),0.63409734,- Fix webContents.reloadIgnoringCache not working.,
285,chore: cherry-pick 32b7dc86a763 from v8 (#36651),0.6679273,chore: bump libcc (3-1-x). #16076 ,
286,fix: blend node and blink code generation policy when both are loaded (#36567),0.6599683,Fixed an issue where many uses of the Node.js assert module would throw in both the browser and renderer processes. #24579 ,
287,fix: use the process cache to reduce the memory for asar file (#36600),0.9750929,Use the process cache to reduce the memory for asar file. #36665 ,
288,fix: strip branded binaries (#36641),0.7403444,"Fixed binary stripping for branded release builds on Linux. #36641 (Also in 21, 22, 23)",
289,chore: update AppVeyor image to include latest Windows updates (#36649),0.63760054,build: move Windows release builds to AppVeyor cloud. #18627 ,
290,chore: update markdownlint (#36540),0.6798036,chore: fix tag cleanup. #16355 ,
291,chore: reland “fix ambiguous reference gcc compile error” (#36544),0.61490536,"Fixed issue where renderers could crash during GC when using the contextBridge module. #22056 (Also in 8, 9)",
292,feat: added username to IAP purchaseProduct method (#35902),0.7498363,Allow a application-specific username to be passed to inAppPurchase.purchaseProduct(). #35902 ,
293,docs: add mdn link to web-request-filter.md (#36603),0.63171744,Documentation update: fixed links to webview.md. #13370 ,
294,ci(not-really): autoclose issues with blocked/need-repro and no response (#36532),0.6267478,"Fixed an issue where event.reply could sometimes not deliver a reply to an IPC message when cross-site iframes were present. #26928 (Also in 10, 11, 12)",
295,docs: link net.request options to ClientRequestConstructorOptions (#36556),0.71732134,Changed net.fetch to support requests to file: URLs and custom protocols registered with protocol.register*Protocol. #36606 ,
296,chore: bump chromium to 110.0.5451.0 (main) (#36394),0.8643505,Chromium 100.0.4896.56,
297,ci: pin action shas (#36562),0.5409559,  #8811,
298,docs: fix broken links (#36519),0.72129697,docs: fix bad link in notifications tut. #19395 ,
299,fix: new WebAssembly API support in Node.js (#36420),0.81498635,Enabled support for  WebAssembly.{compileStreaming|instantiateStreaming} in Node.js. #36420 ,
300,refactor: make StatusIconType an enum class (#36500),0.54039586,Changed the default value of contextIsolation to true. #26890 (Also in 12),
301,build: fixup mksnapshot args on linux (#36531),0.6806556,Removed unneeded --turbo-profiling-input argument from mksnapshot_args for Linux mksnapshot zips. #36534 (Also in 22),
302,feat: expose window.invalidateShadow() (#32452),0.728757,Fixed uncaught exception on window close. #10275,
303,chore: update NMV for Electron 24 (#36465),0.72702825,Updated the electron npm module to use @electron/get.  The minimum supported node version is now Node 8. #18413,
304,chore: drop support for Windows 7 / 8 / 8.1 (#36427),0.742029,Sunsetting Windows 7/8/8.1,
305,fix: treat maxWidth/Height<=0 as unlimited (#36487),0.7140666,Fixed an issue where setting window maxHeight or maxWidth made it so the width and height could no longer be resized. #33118 (Also in 18),
306,docs: document outlivesOpener option in window open handler (#36486),0.70854795,docs: specify BrowserWindow features passable to window.open. #14702 ,
307,fix: handle Notification requireInteraction option (#36477),0.7180338,Fixed issues with notifications. #12229 ,
308,refactor: improve accelerator check failed message (#36476),0.6846849,fix: register accelerator if role has no registerAccelerator #16598 ,
309,docs: fix loadExtension example (#36489),0.70394665,"Fixed a crash when calling loadExtension on an extension directory that's missing a manifest file. #34168 (Also in 16, 17, 18, 19)",
310,chore: update NMV for Electron 23 (#36464),0.726184,Updated the electron npm module to use @electron/get.  The minimum supported node version is now Node 8. #18413,
311,docs: change pull request template to include mentions of templates and examples (#36474),0.6408222,- Add support for template image.,
312,docs: update E23 release dates (#36475),0.7023636,Release Notes for v23.1.1,
313,fix: enable crashpad for ELECTRON_RUN_AS_NODE processes (#36460),0.9542509,Enable crashpad for ELECTRON_RUN_AS_NODE processes. #36460 (Also in 22),
314,fix: reimplement Tray with StatusIconLinuxDbus on Linux (#36333),0.7622669,Fixed Tray.setContextMenu not updating the menu on Linux. #21883,
315,build(deps): bump minimatch from 3.0.4 to 3.0.8 (#36418),0.7015474,- Bump version number to 1.0.0.,
316,docs: add missing event-emitter link to utility-process docs (#36428),0.72622097,docs: added session-created event documentation (backport: 2-0-x). #14439 ,
317,build: fixup appveyor image for release (#36429),0.6706901,Added support for DesktopCapturerSource.appIcon. 1f55f163,
318,feat: add support for WebUSB (#36289),0.96011096,Added support for WebUSB. #36289 ,
319,build: update devcontainer and use latest codespaces features (#36422),0.6783091,- Fix support for DevTools Extensions. #5711,
320,chore: bump node to v18.12.1 (main) (#36356),0.77548707,chore: bump libcc (3-1-x). #17503 ,
321,"ci: bake appveyor images automatically, run sync on depshash change (#35396)",0.58242613,- Add app.disableHardwareAcceleration() API. #5889,
322,build: force ninja binary to the right arch after src cache restore (#36401),0.566819,Added the capability to clear cache storage data. #12546,
