Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Class
129,LibraryWindow: don't mess with focus (#343),0.35622948,Focus photos on startup when previewing to fix navigating with left and right arrow keys,Currently translated at 100.0% (45 of 45 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/en_GB/,0
130,"Added the Event class, which is akin to the Photo (now LibraryPhoto) class.  All event-related logic outside of ",0.41289476,New actions to copy image or metadata to clipboard,Currently translated at 100.0% (45 of 45 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ca/,0
131,"3132: When a duplicate file is imported and a match is marked offline, the match will be brought back online pointing to the new file.",0.35426027,* Use Gtk.FileChooserNative throughout,Currently translated at 100.0% (45 of 45 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pl/,0
132,"Set background-color from css, not gsettings",0.4442191,Add checkerboard behind semi-transparent photos in grid view,Currently translated at 100.0% (45 of 45 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/he/,0
133,"Two missed ""organizer"" -> ""manager"" references.",0.27853382,* Updated translations,Currently translated at 100.0% (45 of 45 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/uk/,0
134,Edited THANKS.,0.4947022,* Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",0
135,Updated Mallard documentation.,0.40812382,* Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",0
136,fixes #1121 (extended info window should be wider) and implements #1019 (publish item in dropdown).,0.50448686,The list of issues closed by this release can be found here.,,0
137,Printing: Remove use of UI files (#385),0.43776488,"Replace all instances of ""Shotwell"" with ""Photos""",,0
138,Darkens the flag icon colors as per Adam's request. Closes #2930.,0.45316535,Redesigned app icon,Currently translated at 97.6% (41 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ru/,0
139,create a tidy little class,0.38035935,Add checkerboard behind semi-transparent photos in grid view,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/nl/,0
140,2281: rearranged rating menu items,0.3858101,Redesigned app icon,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/nl/,0
141,Merge with trunk (again!),0.31416464,Redesign a large number of dialogs,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/id/,0
142,"1176: More event generation issues, this time when photos all are in the morning before the event boundary",0.6068269,Photos taken on the same day show under the same event,Currently translated at 100.0% (42 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/cs/,0
143,Translated using Weblate (Greek),0.5936625,Translation updates,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/cs/,0
144,--libexec option in configure script: Closes #6042,0.31906962,The list of issues closed by this release can be found here.,Currently translated at 85.7% (36 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/cs/,0
145,Added Trevor Mehard to the THANKS file.,0.2983193,* Updated translations,Currently translated at 80.9% (34 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/cs/,0
146,Closes #1047 (Facebook publishing should fail gracefully if user has deauthorized application); user is now gracefully logged out when a 102 (session key has become invalid) error is detected.,0.3685842,The list of issues closed by this release can be found here.,Currently translated at 97.9% (757 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/cs/,0
147,Release 2.7.3 (#661),0.6283928,Photos 2.6.3 is out!,Currently translated at 100.0% (42 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/id/,0
148,2869 delete tag on sidebar,0.44327408,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/id/,0
149,Merges changes from the 0.11.3 release and updates the version number to 0.11.3+trunk,0.40819576,* Updated translations,Currently translated at 100.0% (42 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/ja/,0
150,A Makefile fix from Norbert Preining preining@logic.at.,0.35137784,* Fix building against latest gexiv2,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,0
151,Increases the time Shotwell allows the shotwell-video-thumbnailer helper process to run before killing it. Mitigates some GStreamer 1.0 issues. Closes #6519.,0.4297347,"Replace all instances of ""Shotwell"" with ""Photos""",,0
152,fixed shotwell-viewer.desktop generator in Makefile.,0.50977093,Add Open In menu to the photo viewer,Currently translated at 92.8% (39 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/pt/,0
153,995: Ellipses fixed when unmounting camera.  #958: Double-clicking slider and moving it is a feature of GTK.,0.5372283,Redesigned Photo Viewer icon,Currently translated at 88.0% (37 of 42 strings) Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/tr/,0
154,updated sw-glade to check for shared library libshotwell.so,0.3039021,Translation updates,  Fix Minor Code-style Conflicts   Update AdjustTool.vala   Update AdjustTool.vala   Update src/editing_tools/AdjustTool.vala   Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com  Update src/editing_tools/AdjustTool.vala  Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com   Update AdjustTool.vala   Update src/editing_tools/AdjustTool.vala   Co-authored-by: Jeremy Wootten jeremy@elementaryos.org   Update AdjustTool.vala   Update AdjustTool.vala   Update AdjustTool.vala   Update src/editing_tools/AdjustTool.vala   Co-authored-by: Jeremy Wootten jeremy@elementaryos.org   Fix lint   Fix Lacking closing parenthesis   Fix unreachable else   Check type before invalid cast; rely on signature to exclude null   Co-authored-by: Ryo Nakano 26003928+ryonakano@users.noreply.github.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Co-authored-by: Jeremy Paul Wootten jeremywootten@gmail.com,0
155,3492 - we now set is_pivotable in the ConstraintDescriptions for these to true.,0.2694532,The list of issues closed by this release can be found here.,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos (Extra) Translate-URL: https://l10n.elementary.io/projects/photos/extra/",0
156,Fixed red-eye correction on straightened images.  Closes #4617.,0.50868523,Redesigned Photo Viewer icon,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/",0
157,Translated using Weblate (Polish),0.5915618,Translation updates,,0
158,Flatpak: Add Granite master (#613),0.47308558,* Use Granite.MessageDialog throughout,  PiwigoPlugin: Fix deprecated Gtk.Alignment and reparent   Remove unwanted diff   Remove Gtk.Builder.connect_signals() which is unused & removed in GTK4   Lessen design changes   Missing margins   Fix options not showing   Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
159,Displays the event name and the event date range only once if they're the same. Closes #3512.,0.42624524,Photos taken on the same day show under the same event,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
160,2205: Speed up removing large number of photos from library (especially when there are few photos per event).,0.51300967,"Replace all instances of ""Shotwell"" with ""Photos""",Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
161,Uses the plugin's service id instead of its name when storing the last used publishing plugin to the configuration system.,0.31054908,Show saved state correctly in the context-menu,Currently translated at 99.8% (772 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
162,3527 ctrl-s shortcut,0.46311074,Focus photos on startup when previewing to fix navigating with left and right arrow keys,Currently translated at 99.8% (772 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
163,Fix translations,0.81108975,Translation updates,Currently translated at 99.7% (771 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,1
164,"Closes #2364; saves the cursor position before trashing, and restores it after.",0.47053045,Focus photos on startup when previewing to fix navigating with left and right arrow keys,Currently translated at 99.7% (771 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
165,Moved DataObject/DataCollection heirarchy into core unit and split them up into more logical file groupings.,0.32321328,* Use Gtk.FileChooserNative throughout,Currently translated at 99.4% (769 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
166,Pwns bug #2977. Hard.,0.32069612,* Fix building against latest gexiv2,Currently translated at 99.3% (768 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
167,Update formatting of copyright info in About dialog (lp:1358969),0.4359075,Redesign a large number of dialogs,,0
168,Update io.elementary.photos.appdata.xml.in (#614),0.4816978,Redesigned Photo Viewer icon,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/he/,0
169,GSettingsEngine: replace deprecated GLib.Settings.list_schemas (#357),0.47157085,* Fix building against latest gexiv2,Currently translated at 100.0% (773 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ja/,0
170,Fixed #5048 (PPA build with Unity support).,0.46734068,* Fix building against latest gexiv2,Currently translated at 99.0% (766 of 773 strings) Translation: Photos/Photos Translate-URL: https://l10n.elementary.io/projects/photos/photos/ru/,0
171,Enable/disable plugins with native GSettings (#227),0.4612256,* Use Gtk.FileChooserNative throughout,,0
172,Implements a basic folder tree in the sidebar. Closes #1594.,0.4124254,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,,0
173,Adjusts the layout of various panes in the publishing subsystem to better accomodate internationalized text. Fixes #2127.,0.49423409,* Updated translations,,0
