Index,Message,Description
355,Merge pull request #21135 from hashicorp/auto-pr/dc41d101,Auto PR: Regenerating based on (dc283a81d6ee559a0e9d7a8669f3efca8b50bbfd)
356,Update for #21134,
357,bump go-azure-sdk to v0.20230324.1144947 (#21134),
358,Updating based on dc41d101,
359,goimports,
360,sql: fixing the build,
361,helpers/azure: adding nolints around the deprecated calls for now,
362,helpers/azure: marking azure.ValidateResourceID and azure.ValidateResourceIDOrEmpty as deprecated soon,
363,r/network_watcher_flow_log: refactoring and fixing the delete function to not parse d.Get,
364,tags: removing an unused method,
365,r/orchestrated_virtual_machine_scale_set: validating subnet_id and public_ip_prefix_id,
366,r/(linux|windows)_virtual_machine_scale_set: validating public_ip_prefix_id,
367,r/eventhub_namespace_disaster_recovery_config: removing the OrEmpty since this shouldn't be used,
368,r/hdinsight_*: validating subnet_id and virtual_network_id,
369,r/hpc_cache: validating subnet_id,
370,"r/load_balancer: validating subnet_id, public_ip_address_id and public_ip_prefix_id",
371,r/monitor_log_profile: validating storage_account_id,
372,r/network_interface: validating public_ip_address_id,
373,"r/virtual_network_gateway_connection: validating express_route_circuit_id, peer_virtual_network_gateway_id and local_network_gateway_id",
374,r/virtual_network_gateway: validating default_local_network_gateway_id,
375,r/virtual_network_gateway: validating public_ip_address_id,
376,r/linux|windows_virtual_machine_scale_set: validating network_security_group_id,
377,r/api_management_custom_domain: validating api_management_id,
378,r/api_management_gateway_api: validating api_id,
379,r/api_management_policy: validating api_management_id,
380,r/api_management: validating public_ip_address_id and subnet_id,
381,r/application_insights_analytics_item: validating application_insights_id,
382,r/application_insights_api_key: validating application_insights_id,
383,r/application_insights_smart_detection_rule: validating application_insights_id,
384,r/application_insights_standard_webtests: validating application_insights_id,
385,r/application_insights_webtests: validating application_insights_id,
386,r/image: validating managed_disk_id and source_virtual_machine_id,
387,r/managed_disk: validating disk_access_id and storage_account_id,
388,r/orchestrated_virtual_machine_scale_set: validating application_security_group_ids and proximity_placement_group_id,
389,"r/linux_virtual_machine, linux_virtual_machine_scale_set, orchestrated_virtual_machine_scale_set: validating key_vault_id",
390,r/virtual_machine_data_disk_attachment: validating managed_disk_id and virtual_machine_id,
391,r/(linux|windows)_virtual_machine_scale_set: validating application_security_group_ids and subnet_id,
392,r/windows_virtual_machine_scale_set: validating proximity_placement_group_id,
393,r/container_registry: validating subnet_id,
394,r/kubernetes_cluster_node_pool: validating vnet_subnet_id,
395,r/kubernetes_cluster: validating vnet_subnet_id,
396,r/database_migration_service: validating subnet_id,
397,d/databricks_workspace_private_endpoint_connection: validating private_endpoint_id and workspace_id,
398,"r/databricks_workspace: validating load_balancer_backend_address_pool_id, machine_learning_workspace_id and virtual_network_id",
399,r/data_factory_integration_runtime_managed: validating vnet_id,
400,r/data_factory_linked_service_key_vault: validating the key_vault_id,
401,r/data_share_dataset_kusto_cluster: validating kusto_cluster_id,
402,r/data_share_dataset_kusto_database: validating kusto_database_id,
403,"r/eventgrid_event_subscription: validating eventhub_resource_id, servicebus_queue_endpoint_id, servicebus_topic_endpoint_idandstorage_account_id`",
404,r/eventgrid_system_topic: todos,
405,r/eventhub: validating storage_account_id,
406,r/frontdoor: validating web_application_firewall_policy_link_id,
407,hdinsight: adding validation for storage_resource_id,
408,r/key_vault_access_policy: validating key_vault_id,
409,r/key_vault_certificate_issuer: validating key_vault_id,
410,r/kusto_attached_database_configuration: validating the cluster_id,
411,"r/kusto_cluster: validating subnet_id, engine_public_ip_id and data_management_public_ip_id",
412,r/kusto_eventgrid_data_connection: validating eventgrid_resource_id,
413,r/lb_nat_rule: validating the backend_address_pool_id,
414,r/log_analytics_linked_storage_account: validating the storage_account_id,
415,r/log_analytics_linked_service: validating the workspace id,
416,loganalytics: todo's/removing validation from the state migrations,
417,r/logic_app_action_custom: validating logic_app_id,
418,r/logic_app_action_http: validating subnet_id,
419,r/logic_app_trigger_custom: validating logic_app_id,
420,r/logic_app_trigger_http_request: validating logic_app_id,
421,r/logic_app_trigger_recurrence: validating logic_app_id,
422,r/mariadb_virtual_network_rule: validating subnet_id,
423,r/monitor_action_group: validating automation_account_id and function_app_resource_id,
424,r/monitor_data_collection_rule_association: adding a todo,
425,r/mssql_database: validating subnet_id,
426,r/mysql_virtual_network_rule: validating subnet_id,
427,r/netapp_volume: validating the subnet_id field,
428,r/application_gateway: validating subnet_id and firewall_policy_id,
429,r/bastion_host: validating public_ip_address_id,
430,r/express_route_circuit_peering: validating route_filter_id,
431,r/express_route_gateway: validating virtual_hub_id,
432,r/network_interface_application_gateway_association: backend_address_pool_id and network_interface_id,
433,r/network_interface_application_security_group_association: validate application_security_group_id and network_interface_id,
434,r/network_interface_backend_address_pool_association: validating the subnet_id and backend_address_pool_id,
435,r/network_interface_nat_rule_association: validating network_interface_id and nat_rule_id,
436,r/network_interface_network_security_group_association: validating network_security_group_id and subnet_id,
437,r/network_interface: validating subnet_id,
438,r/network_profile: validating subnet_id,
439,r/network_watcher_flow_log: validating storage_account_id,
440,r/private_link_service: validating the subnet_id,
441,r/public_ip: validating Public IP Prefix ID,
442,r/subnet_nat_gateway_association: validating nat_gateway_id and subnet_id,
443,r/subnet_network_security_group_association: validating network_security_group_id and subnet_id,
444,r/subnet_route_table_association: validating subnet_id,
445,r/virtual_hub: validating the virtual_wan_id field,
446,r/virtual_network_gateway_connection: validating the virtual_network_gateway_id,
447,r/virtual_network: validating the ddos_protection_plan_id,
448,r/eventhub_namespace: validating the subnet_id,
449,r/postgresql_virtual_network_rule: validating the subnet_id is a subnet,
450,r/private_dns_zone_virtual_network_link: validating virtual_network_id,
451,r/site_recovery_protection_container_mapping: adding todo's,
452,r/security_center_automation: validating that a Scope is specified,
453,r/security_center_workspace: validating the Log Analytics Workspace ID,
454,r/sentinel_automation_rule: validating the Logic App ID,
455,refactor: adding todo's,
456,r/sql_managed_database: validating the Managed Instance ID,
457,r/sql_managed_instance: validating subnet_id,
458,r/app_service_virtual_network_swift_connection: validating both the App Service and Virtual Network IDs,
459,r/static_site_custom_domain: validating the Static Site ID,
460,iothub: removing an unnecessary DiffSuppressFunc,These are marked as case-sensitive so this should be unneeded
461,r/storage_management_policy: validating that storage_account_id is a storage account,
462,cleanup: marking suppress.CaseDifference as to be deprecated in the near future,"Unfortunately usages of this method allow for the incorrect casing to be specified, which will necessetate breaking configuration changes in the future - as such this method should no longer be used for new usages. Instead, the Read function should be normalising these values."
463,updating to include #21077,
464,Merge pull request #21077 from hashicorp/b/healthcare-hard-codes-azure-public,r/healthcare_medtech_service: fixing a hard-coding to Azure Public
465,Fix azurerm_cognitive_account identity example (#21121),"The string ""SystemAssigned, UserAssigned"" is not a valid value like the example suggest. Those are the valid values but only one of them should be used. Because the example is creating a User Identity and passing the ID the correct value in this example should be UserAssigned"
466,Update for #20544,
467,azurerm_linux_function_app and azurerm_windows_function_app support for zip_deploy_file (#20544),
468,fix doc issue 20284 (#21106),
469,update for #21113,
470,azurerm_[linux|windows]_[function|web]_app[_slot] - Fix nilpointer auth_v2 (#21113),
471,v3.49.0,
472,Update CHANGELOG.md #20728,
473,[New Resource:] azurerm_databricks_virtual_network_peering (#20728),
474,Update CHANGELOG.md for #21104,
475,azurerm_express_route_circuit - add support for authorization_key (#21104),
476,azurerm_automation_hybrid_runbook_worker: update automation worker document to easy to understand (#21089),Co-authored-by: kt kt@katbyte.me
477,Update CHANGELOG.md #20082,
478,"azurerm_app_configuration_key, azurerm_app_configuration_feature - change resource ID to Data Plane URL format (#20082)",
479,Update CHANGELOG.md #21095,
480,azurerm_[linux|windows]_function_app - fix update bug in health_check_eviction_time_in_min (#21095),
481,mobilenetwork - refactoring (#21062),
482,Update CHANGELOG.md #21041,
483,r/automation_account: deprecating key_source (#21041),
484,Update CHANGELOG.md #21029,
485,azurerm_application_insights - re-add support for updating workspace_id (#21029),
486,Update CHANGELOG.md #20607,
487,New Resource : azurerm_voice_services_communications_gateway (#20607),
488,"azurerm_network_manager_scope_connection, azurerm_network_manager_subscription_connection, azurerm_network_manager_management_group_connection - add resource delete check (#20840)",
489,Update for  #21091,
490,azurerm_[linux|windows]_[function|web]_app[_slot] - fix AAD auth and token_store (#21091),
491,Merge pull request #21100 from hashicorp/dependencies/go-azure-sdk,dependencies: updating to v0.20230323.1151043 of github.com/hashicorp/go-azure-sdk
492,dependencies: updating to v0.20230323.1151043 of github.com/hashicorp/go-azure-sdk,
493,Update CHANGELOG for #20987,
494,"app_service - fix cors, ip_restriction and scm_ip_restriction processing and minor bugfixes to flatten functions. (#20987)",
495,Merge pull request #21083 from hashicorp/tooling/deps-script,tooling: script for easy dependency updates
496,tooling: script for easy dependency updates,
497,fixing a typo in a file (#21084),
498,r/legacy_virtual_machine: fixing a typo where 2.x should say 3.x (#21076),
499,fix dcr docs (#21070),
500,Changelog for #21079,
501,Merge pull request #21079 from hashicorp/dependencies/go-azure-sdk,dependencies: updating to v0.20230322.1105901 of github.com/hashicorp/go-azure-sdk
502,dependencies: updating to v0.20230322.1105901 of github.com/hashicorp/go-azure-sdk,
