Index,Message,Description,Message Abstract,Description Abstract
4691,Update Templates Docs to include Array Filters,"PR #2895 merged this in, but there isn't any documentation anywhere for this as far as I can find. All the Stack Overflow answers I could find said it was impossible to push and pop elements from a Liquid array, although that's probably because they were using Shopify's Liquid. Fixes https://github.com/jekyll/jekyll/pull/4384",Update Templates Docs to include Array Filters,"PR #2895 merged this in, but there isn't any documentation anywhere for this as far as I can find. All the Stack Overflow answers I could find said it was impossible to push and pop elements from a Liquid array, although that's probably because they were using Shopify's Liquid. Fixes link"
4692,Updates code styling per PR,,Updates code styling per PR,
4693,Changes collection_url tag to link tag,,Changes collection_url tag to link tag,
4694,Lock jemoji to v0.5.1 while we figure out the issue with HTML::Pipeline.,Reference issue: https://github.com/jekyll/jemoji/pull/37,Lock jemoji to v0.5.1 while we figure out the issue with HTML::Pipeline.,Reference issue: link
4695,Update history to reflect merge of #4670 [ci skip],,Update history to reflect merge of #4670 [ci skip],
4696,Merge pull request #4670 from jekyll/clean-up-post-url,Merge pull request 4670,Merge pull request #4670 from jekyll/clean-up-post-url,Merge pull request 4670
4697,PostComparer#post_date use the provided date instead of re-parsing the whole name.,,PostComparer#post_date use the provided date instead of re-parsing the whole name.,
4698,Clean up Tags::PostUrl a bit,,Clean up Tags::PostUrl a bit,
4699,Update site version of contributing [ci skip],,Update site version of contributing [ci skip],
4700,Merge pull request #4658 from SuriyaaKudoIsc/patch-20,"Improved content in ""License"" section in README.markdown",Merge pull request #4658 from SuriyaaKudoIsc/patch-20,"Improved content in ""License"" section in README.markdown"
4701,Merge pull request #4659 from SuriyaaKudoIsc/patch-21,Set protocol of Stack Overflow to HTTPS,Merge pull request #4659 from SuriyaaKudoIsc/patch-21,Set protocol of Stack Overflow to HTTPS
4702,Merge pull request #4660 from SuriyaaKudoIsc/patch-22,Set protocol of jekyllrb.com to HTTPS,Merge pull request #4660 from SuriyaaKudoIsc/patch-22,Set protocol of jekyllrb.com to HTTPS
4703,Set protocol of jekyllrb.com to HTTPS,,Set protocol of jekyllrb.com to HTTPS,
4704,Set protocol of Stack Overflow to HTTPS,,Set protocol of Stack Overflow to HTTPS,
4705,"Improved content in ""License"" section in README.markdown",,"Improved content in ""License"" section in README.markdown",
4706,Update history to reflect merge of #4647 [ci skip],,Update history to reflect merge of #4647 [ci skip],
4707,Merge pull request #4647 from gesa/fix-templates-doc,Merge pull request 4647,Merge pull request #4647 from gesa/fix-templates-doc,Merge pull request 4647
4708,remove even more asset support,,remove even more asset support,
4709,Merge pull request #4655 from spudowiar/themes,"Fix invalid theme test, really",Merge pull request #4655 from spudowiar/themes,"Fix invalid theme test, really"
4710,Fixes typo on collections,"There was a line referring to the render key in _config.yml but the actual name of the key is output. Thank you, @parkr!",Fixes typo on collections,"There was a line referring to the render key in _config.yml but the actual name of the key is output. Thank you, @parkr!"
4711,"theme: fix invalid theme test, really",,"theme: fix invalid theme test, really",
4712,Merge pull request #4654 from spudowiar/themes,Fix invalid theme test,Merge pull request #4654 from spudowiar/themes,Fix invalid theme test
4713,theme: fix invalid theme test,,theme: fix invalid theme test,
4714,remove assets dir from theme fixture,,remove assets dir from theme fixture,
4715,rebuild site,,rebuild site,
4716,Merge branch 'master' into themes,,Merge branch 'master' into themes,
4717,use variables in the docs,,use variables in the docs,
4718,remove asset support,,remove asset support,
4719,Update history to reflect merge of #4653 [ci skip],,Update history to reflect merge of #4653 [ci skip],
4720,Merge pull request #4653 from mlinksva/patch-2,Merge pull request 4653,Merge pull request #4653 from mlinksva/patch-2,Merge pull request 4653
4721,Update history to reflect merge of #4652 [ci skip],,Update history to reflect merge of #4652 [ci skip],
4722,Merge pull request #4652 from jekyll/clean-sass-cache,Merge pull request 4652,Merge pull request #4652 from jekyll/clean-sass-cache,Merge pull request 4652
4723,change smartify doc from copy/paste of mardownify doc,,change smartify doc from copy/paste of mardownify doc,
4724,"removed ""env=prod""-condition",,"removed ""env=prod""-condition",
4725,'jekyll clean': also remove .sass-cache,,'jekyll clean': also remove .sass-cache,
4726,use copy_entry only in safe mode,,use copy_entry only in safe mode,
4727,Update history to reflect merge of #4645 [ci skip],,Update history to reflect merge of #4645 [ci skip],
4728,Merge pull request #4645 from jekyll/affinity-teams-post,Merge pull request 4645,Merge pull request #4645 from jekyll/affinity-teams-post,Merge pull request 4645
4729,team ~> teams,,team ~> teams,
4730,Merge pull request #4646 from jekyll/avatar-fix,Ensure avatars properly render on /news,Merge pull request #4646 from jekyll/avatar-fix,Ensure avatars properly render on /news
4731,ensure avatars properly render on /news,,ensure avatars properly render on /news,
4732,super-duper informal,,super-duper informal,
4733,steel my awesome one contribution at a time line from the contributing file,,steel my awesome one contribution at a time line from the contributing file,
4734,more informal link language,,more informal link language,
4735,dont list the teams,,dont list the teams,
4736,"todays the 10th, not the 11th",,"todays the 10th, not the 11th",
4737,link to affinity teams on firt reference,,link to affinity teams on firt reference,
4738,add post on contributing file and affinity teams,,add post on contributing file and affinity teams,
4739,Rakefile: siteify_file should allow overrides from task [ci skip],,Rakefile: siteify_file should allow overrides from task [ci skip],
4740,Proper contributing file in site/.,"Hello, friends. I have an update for you because i derp'd. [ci skip]",Proper contributing file in site/.,"Hello, friends. I have an update for you because i derp'd. [ci skip]"
4741,Update history to reflect merge of #4596 [ci skip],,Update history to reflect merge of #4596 [ci skip],
4742,Merge pull request #4596 from jekyll/contributing-refresh,Merge pull request 4596,Merge pull request #4596 from jekyll/contributing-refresh,Merge pull request 4596
4743,refresh contributing doc,,refresh contributing doc,
4744,Update history to reflect merge of #4628 [ci skip],,Update history to reflect merge of #4628 [ci skip],
4745,Merge pull request #4628 from mejackreed/travis-sudo,Merge pull request 4628,Merge pull request #4628 from mejackreed/travis-sudo,Merge pull request 4628
4746,Update continuous-integration docs with sudo: false information,Updates the continuous-integration docs to provide information about the sudo: false behavior which can route builds to the faster container-based infrastructure. https://docs.travis-ci.com/user/workers/container-based-infrastructure/#Routing-your-build-to-container-based-infrastructure,Update continuous-integration docs with sudo: false information,Updates the continuous-integration docs to provide information about the sudo: false behavior which can route builds to the faster container-based infrastructure. link
4747,Update history to reflect merge of #4555 [ci skip],,Update history to reflect merge of #4555 [ci skip],
4748,Merge pull request #4555 from timwis/patch-1,Merge pull request 4555,Merge pull request #4555 from timwis/patch-1,Merge pull request 4555
4749,Fix rakefile when you don't have a title in markdown,,Fix rakefile when you don't have a title in markdown,
4750,Collections is settled as of Jekyll v3,,Collections is settled as of Jekyll v3,
4751,Update history to reflect merge of #4639 [ci skip],,Update history to reflect merge of #4639 [ci skip],
4752,Merge pull request #4639 from anthonyjsmith/patch-1,,Merge pull request #4639 from anthonyjsmith/patch-1,
4753,Update history to reflect merge of #4636 [ci skip],,Update history to reflect merge of #4636 [ci skip],
4754,Merge pull request #4636 from HugoGiraudel/patch-4,,Merge pull request #4636 from HugoGiraudel/patch-4,
4755,fix for history file title,,fix for history file title,
4756,fix for history not having a title,,fix for history not having a title,
4757,no GFM for you,,no GFM for you,
4758,use def_delegator,,use def_delegator,
4759,better theme-not-found handling,,better theme-not-found handling,
4760,use rocket hashes,,use rocket hashes,
4761,remove title of history file,,remove title of history file,
4762,Update history to reflect merge of #4558 [ci skip],,Update history to reflect merge of #4558 [ci skip],
4763,Merge pull request #4558 from zandaleph/log-future,Merge pull request 4558,Merge pull request #4558 from zandaleph/log-future,Merge pull request 4558
4764,Adding a debug log statment for skipped future posts.,For https://github.com/jekyll/jekyll/issues/4507,Adding a debug log statment for skipped future posts.,For link
4765,Update history to reflect merge of #4641 [ci skip],,Update history to reflect merge of #4641 [ci skip],
4766,Merge pull request #4641 from alexpls/patch-1,Merge pull request 4641,Merge pull request #4641 from alexpls/patch-1,Merge pull request 4641
4767,"use /assets for theme assets, not _assets",,"use /assets for theme assets, not _assets",
4768,document how to use themes,,document how to use themes,
4769,Update HTMLProofer CLI command,Version 3.0 of HTMLProofer has renamed the CLI command htmlproof to htmlproofer (https://github.com/gjtorikian/html-proofer/issues/246). This commit updates documentation to reflect this change.,Update HTMLProofer CLI command,Version 3.0 of HTMLProofer has renamed the CLI command htmlproof to htmlproofer (link). This commit updates documentation to reflect this change.
4770,using FileUtils.copy_entry instead of FileUtils.cp to allow symlinks,,using FileUtils.copy_entry instead of FileUtils.cp to allow symlinks,
4771,add theme tests,,add theme tests,
