Index,Message,Description,Message Abstract,Description Abstract
1995,fix(gradientColorStops): correctly handle color closures,,fix(gradientColorStops): correctly handle color closures,
1996,fix(colors): correctly flatten color closures,,fix(colors): correctly flatten color closures,
1997,1.7.0,,1.7.0,
1998,Generate experimental build for CDN,,Generate experimental build for CDN,
1999,Simplify flag logging,,Simplify flag logging,
2000,Add responsive divide style utilities,,Add responsive divide style utilities,
2001,Merge branch 'master' of github.com:tailwindlabs/tailwindcss,,Merge branch 'master' of github.com:tailwindlabs/tailwindcss,
2002,Fix issue where motion variants incorrectly stack with group-hover variants,,Fix issue where motion variants incorrectly stack with group-hover variants,
2003,Merge pull request #2171 from tailwindlabs/perf-improvements,Performance improvements,Merge pull request #2171 from tailwindlabs/perf-improvements,Performance improvements
2004,cache className resolve,,cache className resolve,
2005,use append instead of prepend,"Same idea, but prepend will internally reverse all nodes.",use append instead of prepend,"Same idea, but prepend will internally reverse all nodes."
2006,cache clone rule,Otherwise every time we read this value it will be re-cloned,cache clone rule,Otherwise every time we read this value it will be re-cloned
2007,only parse the className when needed,,only parse the className when needed,
2008,hoist selectorParser setup code,No need to re-create the selectorParser in every call.,hoist selectorParser setup code,No need to re-create the selectorParser in every call.
2009,cache buildSelectorVariant,,cache buildSelectorVariant,
2010,introduce a useMemo utility,Naming is hard so I took this name from the React hook 😎 Also use this useMemoy utility to make sure that the extractUtilityNames is cached. There is no need to re-compute the utility names all the time.,introduce a useMemo utility,Naming is hard so I took this name from the React hook 😎 Also use this useMemoy utility to make sure that the extractUtilityNames is cached. There is no need to re-compute the utility names all the time.
2011,improvement cloning of the parent node,"We used to clone the full tree and then remove all the children, this was a bit too slow so therefore we will now create a new tree based on the old information.",improvement cloning of the parent node,"We used to clone the full tree and then remove all the children, this was a bit too slow so therefore we will now create a new tree based on the old information."
2012,hoist the selector parser,No need to re-create the selector parser in the loop for each selector.,hoist the selector parser,No need to re-create the selector parser in the loop for each selector.
2013,re-use the same tailwindApplyPlaceholder,,re-use the same tailwindApplyPlaceholder,
2014,remove the reversed orderedUtilityMap,We don't require this reversed map since we can already sort by the index on the node directly. Therefore this can be dropped.,remove the reversed orderedUtilityMap,We don't require this reversed map since we can already sort by the index on the node directly. Therefore this can be dropped.
2015,switch to a do {} while (),"We alreayd know that we have an @apply otherwise we would not have called that function in the first place. Moving to a do {} while () allows us to skip 1 call to hasAtRule(css, 'apply'). Which is nice because that skips a possible full traversal.",switch to a do {} while (),"We alreayd know that we have an @apply otherwise we would not have called that function in the first place. Moving to a do {} while () allows us to skip 1 call to hasAtRule(css, 'apply'). Which is nice because that skips a possible full traversal."
2016,make the cloning of the rule in the lookup table lazy,"We create a big lookup table so that we can lookup the nodes by its utilityName. This is used inside the recursive @apply code. This big lookup table will clone every single rule and put it in, however we don't need to clone everything! We are only interested in the rules that have been actually applied. This way we make the cloning of the rule lazy and only when we use this exact rule. There is an additional performace ""issue"" though: When we read the same rule multiple times, it will clone every time you read from that object. We could add additional memoization stuff, but so far it doesn't seem to be the bottleneck. Therefore I've added a perf todo just to leave a mark when this becomes the bottleneck.",make the cloning of the rule in the lookup table lazy,"We create a big lookup table so that we can lookup the nodes by its utilityName. This is used inside the recursive @apply code. This big lookup table will clone every single rule and put it in, however we don't need to clone everything! We are only interested in the rules that have been actually applied. This way we make the cloning of the rule lazy and only when we use this exact rule. There is an additional performace ""issue"" though: When we read the same rule multiple times, it will clone every time you read from that object. We could add additional memoization stuff, but so far it doesn't seem to be the bottleneck. Therefore I've added a perf todo just to leave a mark when this becomes the bottleneck."
2017,remove unused containsApply check,Currently we will walk the tree for every single rule to see if an @apply exists somewhere in that tree. However we don't use the containsApply anymore so this is a quick win!,remove unused containsApply check,Currently we will walk the tree for every single rule to see if an @apply exists somewhere in that tree. However we don't use the containsApply anymore so this is a quick win!
2018,re-use classNameParser,We were re-creating the classNameParser inside the loop. Since that code is all pretty pure we can hoist it so that we don't have to recreate that parser all the time.,re-use classNameParser,We were re-creating the classNameParser inside the loop. Since that code is all pretty pure we can hoist it so that we don't have to recreate that parser all the time.
2019,bail out of the applyComplexClasses when it is not needed,There is no need in re-compiling tailwind or building expensive lookupt tables when it turns out that we don't even need it. We have a small overhead by walking the tree to check if @apply exists. However this outweighs the slowness of re-generating tailwind + expensive lookup tables.,bail out of the applyComplexClasses when it is not needed,There is no need in re-compiling tailwind or building expensive lookupt tables when it turns out that we don't even need it. We have a small overhead by walking the tree to check if @apply exists. However this outweighs the slowness of re-generating tailwind + expensive lookup tables.
2020,add perf utils,,add perf utils,
2021,Update flagged fixture,,Update flagged fixture,
2022,Merge pull request #2176 from tailwindlabs/gradients,Add background gradient support,Merge pull request #2176 from tailwindlabs/gradients,Add background gradient support
2023,Merge pull request #1965 from juno-w/master,Divide border style,Merge pull request #1965 from juno-w/master,Divide border style
2024,Add catch arg,,Add catch arg,
2025,Rename mid color stop to via,,Rename mid color stop to via,
2026,"Add ""to"" to gradient background class names",,"Add ""to"" to gradient background class names",
2027,"Improve API, support auto-transparent to, rename gradientColor plugin",,"Improve API, support auto-transparent to, rename gradientColor plugin",
2028,Add support for background images and 2/3-color-stop gradients,,Add support for background images and 2/3-color-stop gradients,
2029,Merge pull request #2168 from tailwindlabs/bg-clip,Add background-clip utilities,Merge pull request #2168 from tailwindlabs/bg-clip,Add background-clip utilities
2030,Don't include vendor prefix for background-clip: text,"Better to rely on autoprefixer for this for now. If we want to start shipping prefixes we should do it across the board, not just in one spot.",Don't include vendor prefix for background-clip: text,"Better to rely on autoprefixer for this for now. If we want to start shipping prefixes we should do it across the board, not just in one spot."
2031,Add background-clip utilities,,Add background-clip utilities,
2032,Merge branch 'apply-complex-classes',,Merge branch 'apply-complex-classes',
2033,Explain other code branch when processing @apply rules,,Explain other code branch when processing @apply rules,
2034,Rename inject instances to apply,,Rename inject instances to apply,
2035,"Only include contents class in modern builds, update fixtures",,"Only include contents class in modern builds, update fixtures",
2036,Merge branch 'patch-1' of git://github.com/mtimbs/tailwindcss into mtimbs-patch-1,,Merge branch 'patch-1' of git://github.com/mtimbs/tailwindcss into mtimbs-patch-1,
2037,Merge pull request #1676 from innocenzi/color-closure,Allow colors to be defined as closures,Merge pull request #1676 from innocenzi/color-closure,Allow colors to be defined as closures
2038,Support applying classes that occur multiple times in a single selector,,Support applying classes that occur multiple times in a single selector,
2039,Improve comment,,Improve comment,
2040,Reorganize prototype code,,Reorganize prototype code,
2041,Update tests that relied on changed implementation details,,Update tests that relied on changed implementation details,
2042,Improve test name,,Improve test name,
2043,Avoid accidentally forgetting getProcessedPlugins arg when customizing config,,Avoid accidentally forgetting getProcessedPlugins arg when customizing config,
2044,Test applying classes with a prefix configured,,Test applying classes with a prefix configured,
2045,Fix test typo,,Fix test typo,
2046,Add tests for all the new scenarios @apply now supports,,Add tests for all the new scenarios @apply now supports,
2047,Prepend a shadow lookup table when no @tailwind rules are in the tree,,Prepend a shadow lookup table when no @tailwind rules are in the tree,
2048,Get shadow lookup working-ish with new apply approach,,Get shadow lookup working-ish with new apply approach,
2049,Drop entries methods for lodash,,Drop entries methods for lodash,
2050,Remove unused expected,,Remove unused expected,
2051,Use lodash for flatMap,,Use lodash for flatMap,
2052,Explicitly don't support legacy cssnext @apply rules,,Explicitly don't support legacy cssnext @apply rules,
2053,Fix lint issues,,Fix lint issues,
2054,Remove leading dot from apply case in sanity test,,Remove leading dot from apply case in sanity test,
2055,Add initial support for applying variants and other complex classes,,Add initial support for applying variants and other complex classes,
2056,Merge pull request #2147 from jbergstroem/feature/node-update,Add Node.js 14.x to test matrix,Merge pull request #2147 from jbergstroem/feature/node-update,Add Node.js 14.x to test matrix
2057,Add Node.js 14.x to test matrix,,Add Node.js 14.x to test matrix,
2058,Merge pull request #2145 from tailwindlabs/extended-font-size-scale,Add experimental extendedFontSizeScale,Merge pull request #2145 from tailwindlabs/extended-font-size-scale,Add experimental extendedFontSizeScale
2059,Add experimental extendedFontSizeScale,,Add experimental extendedFontSizeScale,
