Index,Message,Description
214,build: fix the build error related to dotnet core version,"Not sure why this fixes the ""The project was restored using Microsoft.NETCore.App version X, but with current settings, version Y would be used instead"" error. Maybe the nuget restore was doing something to have it use a different version."
215,Merge pull request #1626: Update Git to v2.25.0,See microsoft/git#233.
216,Update Git to v2.25.0,Signed-off-by: Derrick Stolee dstolee@microsoft.com
217,Merge pull request #1625: LocalGVFSConfig: succeed when file doesn't exist,"An alternate approach compared to #1512. The problem happens when the config file doesn't exist, and we try to run gvfs config --list without elevation. That process cannot create the file, so the FileBasedDictionary fails to load. When we are doing read-only operations, we can just return as if the file was empty."
218,LocalGVFSConfig: allow read operations to succeed when config file doesn't exist,Signed-off-by: Derrick Stolee dstolee@microsoft.com
219,Merge pull request #1623: Add $ to make string interpolated,"I happened to notice this whilst browsing the source code to see an example of how the Nuget CLient packages are used. I assume it's a mistake, so created a pull request. If it's not, please close."
220,Fix mixing $ to make string interpolated,
221,Merge pull request #1622: GVFSVerb: use flags for core.gvfs,"The core.gvfs config option can take a boolen ""true"" to turn on all options, but also an integer to show a bitmask of important flags. For the first time, we have a new flag that we may not want to enable right away: GVFS_PREFETCH_DURING_FETCH. This flag will make the git fetch builtin run a git gvfs-helper prefetch command. Until that hardens a bit, we do not want VFS for Git users to use that code path. Update Git to include this option."
222,GVFSVerb: use flags for core.gvfs,"The core.gvfs config option can take a boolen ""true"" to turn on all options, but also an integer to show a bitmask of important flags. For the first time, we have a new flag that we may not want to enable right away: GVFS_PREFETCH_DURING_FETCH. This flag will make the git fetch builtin run a git gvfs-helper prefetch command. Until that hardens a bit, we do not want VFS for Git users to use that code path. Update Git to include this option. Signed-off-by: Derrick Stolee dstolee@microsoft.com"
223,Merge pull request #1621 from github/linux-functional-test-tweaks,"[Linux] functional test backing root and DotGVFSRoot fixes First, we replace one use of a "".gvfs"" string constant in the functional tests which was added in 9fc6bc1, in order to align with the changes made in 8348777.  This allows the CloneTests to pass on Linux where "".vfsforgit"" is used instead of "".gvfs"". Second, the MountSetsCoreHooksPath() functional test performs an unmount step before resetting Git's configurations, and while this actually does succeed on Linux as it stands, the ""src/"" RepoRoot directory is entirely empty while it's unmounted, so to be consistent, use the backing root instead."
224,Merge pull request #1597 from Move config & upgrader files to ProgramFiles,
225,Move config & upgrader files to ProgramFiles (4), Updated installer to migrate gvfs.config and statuscachetoken files from   old ProgramData directory to new secure data root directory inside   Program Files.
226,Move config & upgrader files to ProgramFiles (3), Removed unused method GetDataRootForGVFS from GVFSHooksPlatform. Updated FT to use new secure data root path
227,Move config & upgrader files to ProgramFiles (2), Updated CopyDirectoryRecursive to exlude subdirectories to   prevent cyclic copying.
228,Move config & upgrader files to ProgramFiles (1)," Created new Secure Data Root on Windows platform,   ""C:\Program Files\GVFS\ProgramData"". Upgrader tool files, downloaded   upgrade installers, gvfs.config, statuscachetoken file will be put in   this secure location. Log files would remain in   ""C:\ProgramData\GVFS\\Logs"" directory. GVFSPlatform changes - renamed GetDataRoot methods to GetSecureDataRoot   to signify that they return the new secure data root. GVFSPlatform changes - new GetCommonAppDataRoot method to get access to   the old ProgramData directory. This can be used for keeping log files. Updated Service and gvfs command to use the new secure data root access   methods.  Fixes #1585"
229,use backing root in mount core hooks func test,"The MountSetsCoreHooksPath() functional test performs an unmount step before resetting Git's configurations, and while this does succeed on Linux too, the ""src"" RepoRoot directory is empty while unmounted, so to be consistent, use the backing root instead."
230,use DotGVFSRoot constant in place of .gvfs path,"Replace one use of a "".gvfs"" constant in the functional tests which was added in 9fc6bc1d3d, in order to align with the changes made in 8348777d70.  This allows the CloneTests to pass on Linux where "".vfsforgit"" is used instead of "".gvfs""."
231,Merge pull request #1618: Update Git to v2.24.1,See microsoft/git#226.
232,Update Git to v2.24.1,Signed-off-by: Derrick Stolee dstolee@microsoft.com
233,Merge pull request #1614 from Review git settings used in GVFSVerb,
234,Merge pull request #1615: PostFetchStep: do not immediately delete expired commit-graph files,"We have noticed a lot of ""cannot find all commit-graph files"" errors, more than is reasonable for simply hard-drive failures. Likely there is an issue with how Git is comparing the paths of the commit-graph files it is queueing for deletion and the ones it plans to keep, related to how we use the --object-dir parameter. The commit-graph code in Git will ""touch"" all the files that are currently in the commit-graph-chain, so as long as we pass a non-zero expire time, that will prevent us from deleting the files that are still in the chain despite the path difference. This is a faster fix than fixing Git first."
235,,Incorporating review comments
236,,incorporating review comments
237,CommitGraphStep: do not immediately delete expired commit-graph files,"We have noticed a lot of ""cannot find all commit-graph files"" errors, more than is reasonable for simply hard-drive failures. Likely there is an issue with how Git is comparing the paths of the commit-graph files it is queueing for deletion and the ones it plans to keep, related to how we use the --object-dir parameter. The commit-graph code in Git will ""touch"" all the files that are currently in the commit-graph-chain, so as long as we pass a non-zero expire time, that will prevent us from deleting the files that are still in the chain despite the path difference. This is a faster fix than fixing Git first. Signed-off-by: Derrick Stolee dstolee@microsoft.com"
238,Review git settings used in GVFSVerb, Went through the commit history and documented git config settings that are set it GVFSVerb.
239,Merge pull request #1610 dehydrate: skip mount validation steps,dehydrate: skip mount validation steps
240,dehydrate: skip mount validation steps,"When re-mouting a repo as part of dehydrate there is no need to check if the repo is already mounted, as dehydrate itself unmounted it. Additionally, there is no need to perform a version check (unless --no-status was specified) as dehydrate would have required the repo already be mounted to run 'git status' in it."
241,Merge pull request #1607 sparse: check for not recursive matches when finding dirty files,sparse: check for not recursive matches when finding dirty files
242,sparse: split PathCoveredBySparseFolders into two methods,Move the logic for extracting git paths out of PathCoveredBySparseFolders and into its own method.  This makes unit testing the code more straightforward.
243,Update sparse verb tests, Switch from using $ to @ in unit tests (where possible) Fix functional test failure in ModifiedFileInSparseSetShouldAllowPrune   where we were failing to validate the correct set of sparse folders
244,sparse: improve pattern matching related tests,Update one of the functional tests to cover non-recursive parents and cleanup the unit tests.
245,sparse: check for not recursive matches when finding dirty files,"The previous file path matching was only matching against recursive sparse paths, and incorrectly flagging children of non-recursive folders as dirty.  This matching has been updated to match both recursive and non-recursive parents, and unit tests were added to validate the matching behavior."
246,Merge pull request #1605 HandleDehydrateFolders: update index using reset,HandleDehydrateFolders: update index using reset
