Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
175,Fix wording,0.3706846,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
176,add sunset message,0.42227334,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
177,Preserve the existing local history when sharing a buffer via a portal,0.5270536,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
178,Show dialog when joining portal,0.5192026,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",Add RFC: update buffer titles in guest,0
179,Update guest buffer title when host disconnects,0.64419866,Update guest workspaces when host renames a shared file (link),,0
180,Hide overflowing avatars,0.5650685,"All avatars now appear in the bottom right corner. Additionally, you'll now see a collaborator's avatar even when they switch their focus to something outside the portal. For example, if a guest starts editing a file that's not associated with the portal, you'll continue to see the guest's avatar, but it will have a reduced opacity to indicate reduced portal activity from that guest.",,0
181,Ah well that would make sense,0.14656411,Also in this release:,/xref link,0
182,Add config checkbox,0.44741493,Offer to reload the package when initialization fails due to network connectivity issues (#287),"If a guest wants to have files saved locally for other processes (such as testing code) (atom/teletype/issues/314), then the buffer-file.js may be a framework in which local file saving may be possible. This, of course would be a different enhancement, but its worth considering.",0
183,:art:,0.2894193,Also in this release:,,0
184,Merge pull request #231 from atom/rfc-001,0.51090974,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
185,Disable blue border when clicking invitation button,0.4093019,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)",,0
186,Change isRemote monkey patch to a property instead of a method,0.30462468,"Teletype 0.13.0 makes it easier to know which cursor belongs to which collaborator. When displaying a collaborator's cursor, Teletype now shows the collaborator's cursor color next to their avatar. (#365)",,0
187,Add informative label to JoinPortalDialog,0.4074135,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
188,Prepare 0.13.1 release,0.5510695,Also in this release:,,0
189,Ignore all history operations when ignoring history,0.20676793,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",Enhance site position avatar UI/UX for RFC-001,0
190,Confirm dialog when user presses enter,0.3681112,Fix bug that would occasionally cause participants to see incorrectly-positioned cursors for other participants (link),,0
191,Decrease font sizes for input and button,0.42727175,Improve UX of the sign-in form (#248),/cc @as-cii,0
192,Added integration test to ensure sign-in elements are visible.,0.5116858,Improve UX of the sign-in form (#248),/cc @as-cii,0
193,Send build notifications to Slack,0.4425964,Provide quick access to Atom's package updates UI when prompting user to update Teletype due to a protocol change (#271),,0
194,Simplify relaying of active editor changes,0.5616168,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
195,Remove potentially unnecessary step for hosts closing portal editors,0.70335513,Properly dispose of portals when deactivating the package (#279),,1
196,Use the new real-time-client signIn and onSignOut APIs,0.4151715,"With Teletype 0.4.0, collaborators can now save buffers on the host. (#270) 💾📡🌟",,0
197,Remove portal's status bar icon when guest closes portal tab,0.67676616,"Clean up guest's workspace when host closes portal (i.e., automatically close the tabs that were associated with the portal) (link)","Prior to this commit, if a site was viewing a non-portal pane item (e.g., the Atom ""Settings"" tab), the SitePositionsComponent did not show the site's avatar. If you know that a given person is in the portal, it can be confusing to not see their avatar in the SitePositionsComponent. With the changes in this commit, the SitePositionsComponent will now show the avatars for all sites. If a site is viewing a non-portal pane item, the SitePositionsComponent gives the avatar a lighter opacity to distinguish it from the avatars of sites that are currently viewing an editor associated with the portal. As part of this change, this commit consolidates SitePositionsController and SitePositionsComponent into one class: SitePositionsComponent.",0
198,Merge pull request #15 from atom/status-bar-indicator,0.45866802,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
199,Add GUI installation instructions,0.44766673,Allow guests to use fuzzy-finder to open any remote editor shared by the host. Please note that this currently requires using an Atom dev build. Full support for this functionality will ship in a future beta version of Atom. (link),"For now, we're not going to render avatars differently for participants that are in the  same editor that you're viewing versus participants that are in a different editor than the one you're viewing.",0
200,"🔥 Remove obsolete logic for ""deremotifying"" guest editors",0.42640355,Properly dispose of portals when deactivating the package (#279),"In the rare case where there are so many participants that we can't fit all of their avatars horizontally across the bottom of the editor pane item, we'll simply hide the avatars that overflow. See link.",0
201,Merge pull request #160 from atom/approximate-position-visibility,0.45461306,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),,0
202,Avoid round-trip when supplied token is malformed,0.35445604,Prevent unnecessary console error when sharing a portal (#311),,0
203,"Don't show the ""Share Portal"" command when the user is already a guest",0.5771629,Update guest workspaces when host renames a shared file (link),Updated license year in LICENSE.md file,0
204,Simplify getClient,0.37247804,Improve UX of the sign-in form (#248),This is an initial step toward the design shown in link.,0
205,:memo: Add mockup for removing past collaborator,0.46275786,"With Teletype 0.10.0, you'll now enjoy a streamlined view of your collaborators' avatars inside the editor. (link)",,0
206,Merge #65: Declare dependency on Atom 1.21 or greater,0.5285977,Update Teletype for compatibility with the upcoming release of Atom 1.25 (#301),"Prior to this change, we rendered three different site position components (upper right, middle right, and lower right), and a participant's location in the current file determined which site position component they appeared in. This seemed like useful behavior when we were first designing the Teletype UI, but in practice, this behavior isn't useful enough to justify the complexity. With the changes in this commit, we now render a single site position component in the lower right corner of the active text editor, and we show all site participant avatars in that component.",0
