Index,Message,Description
366,Merge pull request #800 from GitCredentialManager/dependabot/nuget/src/shared/Core/Newtonsoft.Json-13.0.1,build(deps): bump Newtonsoft.Json from 12.0.3 to 13.0.1 in /src/shared/Core
367,build(deps): bump DavidAnson/markdownlint-cli2-action from 5.1.0 to 6,Bumps link from 5.1.0 to 6. - link - link  updated-dependencies: - dependency-name: DavidAnson/markdownlint-cli2-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] link
368,Merge pull request #804 from mjcheetham/diagnose-hang,Reorder Git config list process exit wait in diagnose command
369,diagnose: don't await Git exit on config list,"Do not wait for the Git process to exit until we start reading from the stdout stream, to prevent a deadlock. This is what we do in the product code too."
370,Merge pull request #803 from mjcheetham/macos-latest,
371,ci: use macos-latest image for CI builds,"The macos-10.15 image for CI builds is deprecated on GitHub Actions. We should update this to a supported image. Given we are actually running our release builds on macos-latest, we should probably be running CI on the same image too!"
372,Merge pull request #700 from wolf99/link-checker,Add broken link checking Action
373,Ignore GitLab FAQ link,
374,Add broken link checking Action,Also adjusts the entire workflow to only run if a PR or push contains changes to a markdown file
375,build(deps): bump Newtonsoft.Json in /src/shared/Core,Bumps link from 12.0.3 to 13.0.1. - link - link  updated-dependencies: - dependency-name: Newtonsoft.Json   dependency-type: direct:production ... Signed-off-by: dependabot[bot] link
376,Merge pull request #797 from ldennington/ssl-cert-updates,release: consume auto-rotated SSL certificate
377,release: consume auto-rotated SSL certificate,"Update release workflows to consume new autorotated SSL certificate. There are two main parts:   Add the ""SendX5c"" : ""true"" key value pair to the contents of our ESRP Auth Json file. This allows us to use the new auto-rotating certificate without having to upload/manage it from our App Registration.i   Remove the AZURE_AAD_ID_SSL secret/environment variable. The new certificate was generated with our main AZURE_AAD_ID app registration, so this extra ID is no longer needed. "
378,Merge pull request #790 from cornejom/gitlab-support-docs,Delete outdated instruction for GitLab Support
379,Deleted outdated instruction for GitLab Support,Deleted instruction concerning 'Expire access tokens' option when setting up OAuth app.
380,Merge pull request #788 from ldennington/arm-fix,macos build: use runtime instead of osx-x64
381,macos build: use runtime instead of osx-x64,Update DISTOUT variable in build.sh to use RUNTIME variable instead of hard-coding osx-x64.
382,Merge pull request #785 from GitCredentialManager/main,Release to fix macOS x64 installer
383,Merge pull request #778 from GyroJoe/main,Fix Mac x64 pkg
384,Fixes typo in Mac dist script,
385,Merge pull request #764 from timsu92/patch-1,docs(WSL): Correct the path to the executable
386,docs(WSL): Correct the path to the executable,
387,Merge pull request #759 from GitCredentialManager/readme-update,docs: update readme to show osx-arm64 support
388,docs: update readme to show osx-arm64 support,
389,Merge pull request #746 from GitCredentialManager/main,Release
390,Merge pull request #754 from mjcheetham/bb-newui,New Bitbucket UI with separate OAuth and User/Pass options
391,Merge pull request #756 from mjcheetham/win-manifest,Generate Windows application manifests for all executable projects
392,bb-winui: update WPF based Bitbucket prompt,Update the WPF-based Bitbucket authentication prompt in a similar fashion to the Avalonia ones.
393,bb-avnui: update Avalonia-based Bitbucket UI,"Update the Avalonia-based UI for Bitbucket authentication to use a tabbed interface, showing each authentication mode in a separate tab. The new ""credentials"" prompt can offer and serve all authentication modes in a simpler way that pushes users who can to authenticate using a more secure method (where we don't capture the user/pass)."
394,bitbucket: update shared UI helper code for new UI model,"Update shared UI helper code for Bitbucket to remove the separate OAuth prompt/command, and allow basic authentication (username/password) options to be hidden based on a command-line option."
395,windows: generate app manifests for all exe projects,"Automatically generate the correct application manifest for Windows executable projects that we produce. The manifests are required on Windows systems newer than Windows 8 to correctly access versioning APIs that will otherwise always report ""Windows 8"", even on later versions. The manifest we generate states we are compatible with all versions of Windows from 7 to 11 (inclusive)."
